"runtime","fps","found","explored","disk_usage","fixed_hash_load_factor","hash_load_factor","cache_load_factor","collisions"
41468,3131453,61681393,129243705458,10.87,8.5685,21.8165,0.0000,41244582771
41528,3167419,61713900,129433292178,10.87,8.7032,21.8241,0.0000,41305216402
41588,3156514,61746925,129622171309,10.87,8.8176,21.8321,0.0000,41365544291
41648,3147719,61772473,129813989325,10.87,8.9220,21.8391,0.0000,41426670262
41708,3116964,61798965,130003096004,10.87,9.0271,21.8471,0.0000,41487090246
41768,3183344,61822270,130189273921,10.87,9.1234,21.8541,0.0000,41546575443
41828,3049071,61849569,130376584270,10.87,9.2300,21.8620,0.0000,41606366895
41888,3086971,61874527,130563611365,10.87,9.3564,21.8695,0.0000,41666101344
41948,3206914,61898076,130750750112,10.87,9.4649,21.8760,0.0000,41725808222
42008,3208039,61928951,130942735312,10.87,9.5642,21.8828,0.0000,41786912444
42068,3148459,61957681,131134810021,10.87,9.6575,21.8896,0.0000,41848045121
42128,3130740,61978980,131324697548,10.87,9.7820,21.8947,0.0000,41908544178
42188,3211722,62005622,131515488009,10.87,9.8854,21.9007,0.0000,41969268839
42248,3155638,62023158,131706113186,10.87,9.9795,21.9050,0.0000,42030020931
42308,3083116,62037133,131893930510,10.87,10.0531,21.9085,0.0000,42089968261
42368,3097190,62055392,132081183837,10.87,10.1352,21.9123,0.0000,42149639138
42428,3158764,62094826,132270690329,10.87,10.2403,21.9226,0.0000,42210126454
42488,3114177,62122850,132457677172,10.87,10.3201,21.9312,0.0000,42269938760
42548,3068622,62155042,132646117238,10.87,10.4023,21.9388,0.0000,42330174856
42608,3154590,62201786,132834725719,10.87,10.4870,21.9507,0.0000,42390446071
42668,3205146,62232720,133024249411,10.87,10.5579,21.9585,0.0000,42450980356
42728,3135919,62263691,133213232903,10.87,10.6320,21.9677,0.0000,42511281554
42788,3193633,62298019,133402192787,10.87,10.7117,21.9772,0.0000,42571602937
42848,2993543,62334546,133590520045,10.87,10.8034,21.9861,0.0000,42631801867
42908,3225747,62370729,133779851105,10.87,10.8875,21.9949,0.0000,42692235727
42968,3145010,62408038,133970084077,10.87,10.9727,22.0056,0.0000,42752858769
43028,3204790,62454508,134159333706,10.87,11.0634,22.0171,0.0000,42813238549
43088,3212324,62495920,134347917039,10.87,11.1520,22.0276,0.0000,42873464189
43148,3120409,62531600,134535116303,10.87,11.2251,22.0365,0.0000,42933459856
43208,3205918,62583015,134724980383,10.87,11.3230,22.0493,0.0000,42994204046
43268,3172878,62653728,134915086824,10.87,11.4245,22.0644,0.0000,43054996832
43328,3205271,62703826,135104582082,10.87,11.5135,22.0754,0.0000,43115768173
43388,3072371,62744983,135265028040,10.87,11.5654,22.0867,0.0000,43167326758
43448,3192820,62786223,135453369510,10.87,11.6242,22.0977,0.0000,43227702037
43508,3055346,62816837,135643057302,10.87,11.6876,22.1055,0.0000,43288283658
43568,3136153,62854230,135830727600,10.87,11.7543,22.1154,0.0000,43348379589
43628,3133575,62898984,136014243115,10.87,11.8199,22.1260,0.0000,43407129663
43688,3067925,62933646,136202303334,10.87,11.8710,22.1354,0.0000,43467176853
43748,3123049,62976039,136388240266,10.87,11.9278,22.1443,0.0000,43526602475
43808,3211192,63019493,136578893990,10.87,11.9863,22.1540,0.0000,43587256117
43868,3206376,63053377,136768949851,10.87,12.0365,22.1624,0.0000,43647868569
43928,3106155,63089479,136957674908,10.87,12.0879,22.1719,0.0000,43707982981
43988,3223523,63121453,137146716250,10.87,12.1455,22.1810,0.0000,43768254606
44048,3180013,63153506,137335328820,10.87,12.2023,22.1875,0.0000,43828450436
44108,3204634,63196019,137527038292,10.87,12.2689,22.1997,0.0000,43889477713
44168,3205253,63259095,137718157227,10.87,12.3357,22.2140,0.0000,43950327085
44228,3205803,63305735,137909460588,10.87,12.3924,22.2270,0.0000,44011247483
44288,3228644,63354660,138101371898,10.87,12.4504,22.2425,0.0000,44072380056
44348,3178064,63396896,138292198069,10.87,12.4969,22.2542,0.0000,44133230815
44408,3173453,63433163,138478958663,10.87,12.5395,22.2654,0.0000,44192858718
44468,3174732,63475852,138666899454,10.87,12.5861,22.2766,0.0000,44252875287
44528,3105032,63511296,138855820774,10.87,12.6241,22.2867,0.0000,44313204456
44588,3152387,63549077,139043274456,10.87,12.6673,22.2962,0.0000,44373005353
44648,3117173,63577790,139233399509,10.87,12.6966,22.3031,0.0000,44433651763
44708,3158935,63654550,139420859964,10.87,12.7688,22.3224,0.0000,44493474849
44768,3160826,63703203,139608316404,10.87,12.8239,22.3361,0.0000,44553194919
44828,3119169,63739545,139797276258,10.87,12.8732,22.3460,0.0000,44613521635
44888,3096154,63780895,139984655136,10.87,12.9325,22.3593,0.0000,44673340536
44948,3128635,63859809,140173204031,10.87,13.0263,22.3768,0.0000,44733524418
45008,3123780,63927265,140361209651,10.87,13.1008,22.3959,0.0000,44793598556
45068,3147466,63985530,140548345058,10.87,13.1553,22.4102,0.0000,44853377559
45128,3176941,64038797,140736234281,10.87,13.2211,22.4237,0.0000,44913268804
45188,3140362,64083077,140924218208,10.87,13.2838,22.4379,0.0000,44973311331
45248,3209154,64138548,141111408278,10.87,13.3427,22.4519,0.0000,45033043436
45308,3130589,64184475,141299754508,10.87,13.3980,22.4644,0.0000,45093037499
45368,3144637,64242244,141489239322,10.87,13.4506,22.4782,0.0000,45153463385
45428,3144616,64278136,141676381849,10.87,13.4954,22.4884,0.0000,45213243187
45488,3149934,64328866,141864698050,10.87,13.5333,22.4992,0.0000,45273375906
45548,3161206,64367389,142055173173,10.87,13.5742,22.5085,0.0000,45334148085
45608,3122056,64414922,142244850979,10.87,13.6285,22.5233,0.0000,45394701627
45668,3199379,64474806,142432559257,10.87,13.6944,22.5438,0.0000,45454656357
45728,3152960,64525061,142623082693,10.87,13.7410,22.5590,0.0000,45515353824
45788,3113988,64563308,142809217175,10.87,13.7834,22.5686,0.0000,45574958389
45848,3172894,64607043,142995476602,10.87,13.8260,22.5799,0.0000,45634438375
45908,3145453,64647158,143179912573,10.87,13.8760,22.5911,0.0000,45693470643
45968,3168013,64686956,143367445183,10.87,13.9203,22.6020,0.0000,45753300339
46028,3226971,64721523,143557275844,10.87,13.9616,22.6121,0.0000,45813760102
46088,3203474,64749066,143748306949,10.87,13.9945,22.6195,0.0000,45874616003
46148,3054584,64792431,143938992536,10.87,14.0391,22.6309,0.0000,45935417552
46208,3196460,64819936,144130666792,10.87,14.0739,22.6398,0.0000,45996532105
46268,3033777,64853190,144318975606,10.87,14.1096,22.6504,0.0000,46056656692
46328,3140290,64886135,144506675185,10.87,14.1512,22.6611,0.0000,46116582826
46388,3127582,64939234,144695740874,10.87,14.1939,22.6753,0.0000,46176897089
46448,3159551,65004707,144884789922,10.87,14.2521,22.6970,0.0000,46237196743
46508,3208455,65057421,145075996031,10.87,14.2974,22.7118,0.0000,46298082668
46568,3139116,65114163,145266063099,10.87,14.3553,22.7296,0.0000,46358726480
46628,3196908,65151163,145456421716,10.87,14.3922,22.7400,0.0000,46419579807
46688,3136301,65188491,145644756313,10.87,14.4288,22.7507,0.0000,46479873383
46748,3127928,65222200,145833410246,10.87,14.4765,22.7625,0.0000,46540212522
46808,3024926,65261607,146016769718,10.87,14.5142,22.7732,0.0000,46598956870
46868,3175933,65295349,146204425027,10.87,14.5566,22.7818,0.0000,46658971914
46928,3038492,65325745,146390923551,10.87,14.5929,22.7918,0.0000,46718551221
46988,3239346,65345376,146562384706,10.87,14.6189,22.7972,0.0000,46773338182
47048,3072102,65374123,146750682182,10.87,14.6519,22.8064,0.0000,46833552631
47108,3090776,65404485,146939062046,10.87,14.6844,22.8164,0.0000,46893843796
47168,3141485,65437930,147127557225,10.87,14.7264,22.8254,0.0000,46954030651
47228,3205937,65474396,147319665576,10.87,14.7624,22.8369,0.0000,47015164697
47288,3173615,65513684,147509544386,10.87,14.8013,22.8460,0.0000,47075866716
47348,3225765,65556464,147698440887,10.87,14.8457,22.8583,0.0000,47136225114
47408,3165070,65595186,147887019001,10.87,14.8884,22.8681,0.0000,47196540340
47468,3125072,65632522,148073500941,10.87,14.9230,22.8791,0.0000,47256217766
47528,2957858,65668416,148257769407,10.87,14.9625,22.8883,0.0000,47315242500
47588,411001,65707960,148409857617,10.87,15.0000,22.8969,0.0000,47364114399
47648,3147067,65755975,148569061432,10.87,5.6712,22.9043,0.0000,47415042933
47708,3146901,65814755,148759210917,10.87,6.1852,22.9170,0.0000,47475823998
47768,3065664,65870128,148944674416,10.87,6.5176,22.9300,0.0000,47535161904
47828,3130174,65911274,149131282994,10.87,6.8122,22.9382,0.0000,47594817078
47888,3129601,65955412,149316919566,10.87,7.0747,22.9487,0.0000,47654198868
47948,3114341,66000873,149503809959,10.87,7.2939,22.9607,0.0000,47714006706
48008,3129061,66042306,149692057182,10.87,7.5087,22.9718,0.0000,47774228675
48068,3130676,66074628,149881629099,10.87,7.6979,22.9791,0.0000,47834854416
48128,3177828,66108003,150068182843,10.87,7.8845,22.9877,0.0000,47894580758
48188,3086769,66146487,150258119826,10.87,8.0670,22.9978,0.0000,47955301520
48248,3031123,66183906,150445395634,10.87,8.2314,23.0067,0.0000,48015304126
48308,3202594,66232347,150633903747,10.87,8.3905,23.0182,0.0000,48075552165
48368,3175981,66275906,150824337437,10.87,8.5267,23.0286,0.0000,48136395631
48428,3142532,66319937,151014309821,10.87,8.6606,23.0390,0.0000,48197056560
48488,3061406,66357209,151202567952,10.87,8.7768,23.0462,0.0000,48257163470
48548,3163458,66396383,151386331012,10.87,8.8894,23.0548,0.0000,48316017413
48608,3224130,66426285,151570656121,10.87,8.9814,23.0621,0.0000,48375064955
48668,3046098,66459952,151758382745,10.87,9.0746,23.0725,0.0000,48435022028
48728,3129911,66490643,151946587693,10.87,9.1739,23.0810,0.0000,48495188312
48788,3143472,66526635,152136832233,10.87,9.2737,23.0899,0.0000,48555898075
48848,3154086,66580224,152326913293,10.87,9.3747,23.0996,0.0000,48616533868
48908,3034258,66629476,152515256449,10.87,9.4539,23.1080,0.0000,48676609272
48968,3227048,66672688,152703795357,10.87,9.5451,23.1171,0.0000,48736790729
49028,3147960,66713749,152893000668,10.87,9.6347,23.1259,0.0000,48797122917
49088,3121906,66749658,153081900914,10.87,9.7455,23.1337,0.0000,48857393147
49148,3201499,66786703,153269413415,10.87,9.8751,23.1414,0.0000,48917366556
49208,3131136,66816056,153458629076,10.87,9.9695,23.1484,0.0000,48977834872
49268,3206710,66847205,153648283193,10.87,10.0702,23.1541,0.0000,49038393583
49328,2987871,66887828,153836150325,10.87,10.1754,23.1629,0.0000,49098453095
49388,2968384,66927263,154022156852,10.87,10.2774,23.1724,0.0000,49158039019
49448,3036983,66959552,154206691514,10.87,10.3618,23.1791,0.0000,49217090215
49508,3180151,66990021,154392650734,10.87,10.4456,23.1855,0.0000,49276534674
49568,3139022,67021673,154580726930,10.87,10.5225,23.1911,0.0000,49336605614
49628,3144431,67068112,154767739456,10.87,10.6137,23.1986,0.0000,49396395672
49688,3068896,67135929,154955602821,10.87,10.6962,23.2092,0.0000,49456432186
49748,3094893,67203882,155141392158,10.87,10.7765,23.2215,0.0000,49515794455
49808,3042342,67250173,155326411010,10.87,10.8613,23.2328,0.0000,49575035247
49868,3178485,67295732,155514735873,10.87,10.9355,23.2427,0.0000,49635243685
49928,3200522,67348101,155705024035,10.87,11.0322,23.2558,0.0000,49695955245
49988,3142341,67396073,155895627783,10.87,11.1126,23.2674,0.0000,49756802569
50048,3078957,67442522,156081752470,10.87,11.1869,23.2769,0.0000,49816305349
50108,3222494,67483362,156268643963,10.87,11.2639,23.2854,0.0000,49876169416
50168,3199425,67533229,156458432936,10.87,11.3424,23.2968,0.0000,49936847880
50228,3140134,67568244,156649316327,10.87,11.4173,23.3055,0.0000,49997834454
